suhu,kelembaban,kelembaban_tanah,intensitas_cahaya,label
23.17,71.48,94.17,47.14,0
92.04,25.16,11.43,32.02,1
46.8,21.09,30.66,65.72,0
36.83,78.28,9.27,34.56,1
1.14,62.44,54.14,49.66,0
26.66,81.98,19.36,43.98,1
15.1,60.05,69.74,58.91,0
85.58,46.8,86.11,97.75,1
33.9,4.67,40.75,48.23,0
86.93,54.06,21.9,48.73,1
92.53,71.59,72.4,3.57,0
15.59,92.89,9.97,4.28,1
31.24,78.97,48.74,29.41,0
15.13,69.32,21.73,92.49,1
29.22,48.3,95.47,46.79,0
94.99,17.84,14.85,82.66,1
84.13,75.13,57.57,37.71,0
25.97,54.91,23.67,66.22,1
43,79.68,73.89,91.99,0
86.59,49.84,20.28,19.58,1
29.07,9.38,38.96,68.79,0
87.83,93.56,23.52,38.6,1
85.76,52.91,39.47,23.5,0
2.32,88.95,15.55,26.12,1
86.93,27.47,83.41,18.99,0
36.54,6.68,34.07,81.31,1
52.62,45.7,58.43,4.32,0
58.62,83.19,20.24,0.75,1
56.75,92.26,86.36,42.37,0
10.84,87.34,1.7,59.72,1
52.74,64.95,48.34,99.05,0
78.19,2.82,3.81,86.02,1
14.59,1.88,31.16,39.95,0
81.13,13.81,87.21,91.65,1
44.91,52.83,45.99,25.68,0
85.86,7.8,80.09,72.94,1
99.7,59.59,87.45,52.04,0
48.65,46.58,25.92,1.12,1
19.15,78.42,70.54,21.77,0
86.53,33.22,59.54,83.28,1
99.05,24.86,77.73,11.43,0
42.29,41.88,85.26,91.53,1
53.37,52.17,60.69,20.03,0
77.63,54.18,28.42,77.6,1
45.34,80.67,56.81,45.49,0
66.98,14.32,12.84,5.78,1
83.65,74.16,78.1,18.43,0
50.64,48.44,25.14,34.83,1
67.53,6.42,35.13,25.46,0
94,6.41,3.58,74.55,1
9.26,67.4,39.64,18.17,0
97.16,13.01,18,31.84,1
93.06,53.81,47.09,67.17,0
54.64,50.17,5.26,95.44,1
80.68,88.55,88.82,19.58,0
88.43,22.18,52.41,94.66,1
59.92,94.78,37.32,23.27,0
90.59,12.91,16.09,69.4,1
44.2,51.42,45.32,86.19,0
75.7,74.57,6.03,82.39,1
62.99,11.59,42.71,50.72,0
81.95,34.95,23.3,10.44,1
11.13,43.52,59.74,45.95,0
77.46,11.72,57.58,78.25,1
20.27,84.29,41.35,0.41,0
77.77,62.34,8.21,3.85,1
80.1,56.73,40.57,34.54,0
9.34,77.85,-0.02,12.42,1
78.15,27.35,64.69,42.15,0
77.6,34.58,39.58,91.57,1
40.79,9.27,57.92,29.62,0
55.9,13.35,22.15,42.84,1
92.73,72.56,90.97,95.91,0
38.49,32.46,71.85,91.03,1
9.04,44.36,89.95,74.46,0
53.93,80.26,28.41,39.69,1
8.12,8.86,70.64,40.85,0
38.17,92.05,17.94,63.6,1
36.57,48.07,33.91,24.42,0
56.24,25.21,4.87,32.06,1
67.16,55.47,41.99,8.34,0
50.82,41.73,20.9,66.68,1
60.44,64.39,74.59,45.54,0
83.66,68.52,2.98,92.79,1
85.66,2.72,58.25,19.81,0
90.5,55.8,9.33,90.41,1
0.77,54.18,98.51,0.88,0
26.59,49.63,16.36,45.76,1
80.59,97.13,68.49,58.1,0
20.43,22.2,0.11,55.52,1
70.83,35.09,60.48,31.22,0
94.4,87.81,19.2,37.12,1
7.49,8.04,48.67,25.59,0
52.31,62.99,11.63,41.36,1
53.99,53.18,97.78,41.4,0
26.83,85.51,22.77,62.25,1
1.89,5.24,51.44,32,0
46.96,74.04,19.14,52.5,1
63.79,38.44,56.12,45.65,0
79.08,54.83,8.62,84.29,1
55.07,66.82,30.34,72.29,0
4.09,20.54,15.21,91.96,1
23.22,35.66,57.44,1.7,0
79.52,57.09,18.19,53.38,1
83.87,21.12,88.47,36.8,0
79.54,75.88,4.86,42.88,1
67.49,52.68,74.69,57.87,0
93.62,0.65,11.72,41.63,1
73.33,93.75,98.5,62.44,0
62.06,42.44,35.39,73.36,1
81.21,73.09,79.28,84.17,0
98.09,46.74,2.53,57.9,1
60.64,62.27,48.66,3.4,0
72.08,74.34,15.37,85.65,1
45.34,81.68,57.8,55.85,0
96.8,56.33,26.81,20.77,1
44.73,75.97,38.84,26.41,0
49.75,67.6,5.26,68.43,1
83.54,46.09,58.1,59.31,0
67.81,59.26,0.4,45.13,1
11.42,3.5,58.17,13.59,0
64.27,42.17,13.28,22.11,1
8.11,49.3,71.1,99.63,0
52.1,30.48,7.19,70.68,1
4.85,35.67,57.42,71.46,0
82.22,43.22,53.76,90.73,1
22.13,60.08,43.07,70.34,0
73.18,84.86,13.32,3.28,1
68.03,67.62,58.16,60.75,0
59.55,60.51,19.76,89.22,1
23.75,76.49,61.48,71.37,0
65.55,12.85,13.37,22.5,1
11.58,72.63,68.25,72.01,0
40.87,31.37,22.99,49.67,1
65.05,20.83,30.15,25.25,0
77.02,3.03,96.3,72.75,1
99.13,72.97,98.38,18.11,0
78.73,7.9,3.58,16.38,1
43.84,57.81,37.25,82.32,0
39.59,47.95,12.93,29.15,1
99.67,80.8,30.5,34.51,0
13.69,65.08,23.84,2.32,1
33.37,66.46,94.39,11.14,0
50.56,53.56,12.02,58.72,1
29.48,92.64,82.83,58.29,0
47.31,57.66,4.27,64.02,1
65.16,3.25,54.7,63.42,0
88.59,2.78,4.88,40.54,1
56.35,85.88,81.88,16.08,0
80.63,6.76,17.3,8.63,1
11.81,84.55,87.04,17.34,0
32.79,36.59,21.41,25.34,1
0.08,53,71.52,82.1,0
85.45,98.43,4.29,83.64,1
18.95,39.57,59.8,11.94,0
9.32,68,2.6,89.54,1
67.65,77.64,86.41,1.17,0
74.23,85.71,10.75,75.95,1
93.85,19.9,96.91,15.37,0
1.35,95.01,9.64,86.36,1
55.88,71.76,50.65,40.73,0
26.04,45.43,25.32,75.83,1
58.33,60.66,73.9,10.42,0
35.06,17.07,19.46,35.64,1
24.25,16.35,44.73,31.55,0
93.03,36.68,6.89,48.9,1
6.22,18.23,43.6,66,0
13.07,23.12,10.81,33.53,1
60.96,84.37,48.31,58.76,0
32.74,31.98,16.06,12.23,1
24.06,50.85,96.2,46.67,0
53.47,26.71,17.65,1.74,1
6,67.59,73.52,17.32,0
71.24,34.95,23.15,24.23,1
40.92,71.75,77.34,98.23,0
71.34,71.39,27,0.16,1
57.02,28.8,55.92,65.17,0
89.73,62.22,16.8,84.97,1
86.86,93.16,54.56,88.3,0
46.26,83.43,27.95,90.13,1
21.71,75.53,45.65,54.11,0
84.49,75.33,25.83,48,1
98.45,35.26,65.38,1.2,0
75.45,81.36,20.81,19.04,1
79.69,1.61,93.61,63.57,0
6.68,2.22,13.64,72.23,1
62.02,53.29,98.2,81.74,0
97.58,92.69,13.05,82.28,1
43.77,42.23,65.98,51.49,0
65.82,29.99,23.77,3.27,1
13.14,83.79,89.37,47.52,0
60.47,87.3,10.45,39.44,1
64.61,51.9,61.84,90.9,0
28.62,68.05,30.02,31.12,1
88.98,47.65,47.1,21.35,0
70.46,93.42,8.34,72.03,1
19.49,48.04,34.07,75.15,0
62.37,79.05,13.68,70.22,1
56.05,91.06,60.75,43.56,0
95.99,2.03,90.98,89.09,1
64.2,47.38,48.92,24.72,0
91.76,21.89,84.95,88.09,1
52.54,92.22,77.02,55.47,0
39.51,6.8,12.68,33.73,1
50.47,29.31,48.13,22.24,0
74.27,35.2,6.22,6.19,1
12.96,83.54,41.13,72.17,0
11.44,14.51,1.79,75.54,1
46.12,15.03,44.92,8.86,0
65.47,25,26.26,25.72,1
10.45,1.77,46.55,7.01,0
68.43,26.57,63.67,85.54,1
2.05,53.63,96.08,76.77,0
97.74,31.79,4.91,43.5,1
34.24,68.47,57.56,59.52,0
93.44,72.03,2.61,95.43,1
6.63,61.71,43.73,8.55,0
83.96,57.37,0.44,42.07,1
48.35,61.2,94.28,0.73,0
75.43,32.27,23.95,41.65,1
30.96,69.14,97.31,73.39,0
91.28,88.6,23.35,7.77,1
71.13,50.52,70.18,35.93,0
87.88,44.97,19.29,17.74,1
89.84,91.77,56.28,35.83,0
74.04,90.47,18,96.43,1
20.7,87.74,93.5,62.34,0
16.75,33.82,4.84,68.15,1
20.5,71.24,36.82,21.28,0
45.36,59.25,22.62,69.58,1
60.98,46.82,41.07,10.2,0
14.19,72.91,9.48,88.63,1
32.64,18.78,65.09,9.26,0
79.94,39.55,22.61,82.53,1
53.99,84.77,81.22,71.97,0
21.08,40.72,0.71,86.81,1
51.48,53.62,82.72,44.62,0
22.6,58.83,2.5,66.07,1
78.23,94.04,47.78,91.18,0
30.34,29.34,59.41,72.78,1
23.33,46.42,89.5,28.53,0
71.78,95.02,16.38,49.02,1
10.75,3.37,55.39,63.39,0
94.3,44.76,15.87,44.55,1
81.75,66.75,77.14,44.11,0
46.18,99.06,26.86,51.48,1
9.05,67.46,76.31,41.63,0
59.24,84.63,3.27,94.78,1
61.06,61.95,61.67,66.43,0
69.33,91.22,2.72,82.97,1
34.45,55.14,82.47,32.11,0
58.05,7.88,4.89,58.32,1
42.03,73.89,57.07,73.63,0
51.96,94.87,19.15,69.49,1
88.09,56.7,45.58,25.84,0
73.1,60.33,11.24,29.08,1
93.01,63.12,75.82,11.21,0
64.18,89.27,27.47,33.21,1
83.12,7.09,87.67,7.23,0
66.48,47.6,10.87,44.06,1
41.5,53.06,47.38,1.68,0
48.88,91.8,19.03,29.66,1
23.31,72.54,37.57,99.78,0
12.04,6.16,20.66,86.63,1
21.9,3.78,87.66,66.99,0
86.24,15.85,11,40.63,1
4.52,34.97,54.78,26.88,0
63.83,7,5.07,65.9,1
76.31,60.22,68.38,55.31,0
5.68,39.28,17.53,0.9,1
51.56,59.17,78.26,83.31,0
60.04,18.58,9.94,83.94,1
95.55,95.36,74.18,27.16,0
36.73,21.54,79.58,90.44,1
26.72,60.51,41.76,2.19,0
54.11,30.16,10.07,24.44,1
46.98,40.73,57.94,56.21,0
40.82,19.18,9.95,99.42,1
54.82,87.01,86.79,97.31,0
52.43,0.69,56.83,90.21,1
81.37,39.47,44.06,23.75,0
21.53,71.18,29.28,16.54,1
34.58,2.34,74.97,67.35,0
18.94,53.37,8.07,90.91,1
59.02,25.73,51.66,13.42,0
92.95,81.46,23.36,68.75,1
38.1,23.96,97.3,28.62,0
19.4,36.03,19.58,20.65,1
75.43,70.74,58.96,50.56,0
86.78,10.81,96.03,75.54,1
2.81,12.48,49.12,2.81,0
52.61,83.14,15.31,55.61,1
68.6,19.23,73.51,9.46,0
94.02,37.07,21.12,85.27,1
39.42,65.82,98.79,85.22,0
51.31,98.4,8.79,56.33,1
34.44,80.87,90.78,29.85,0
75.34,30.65,78.95,80.27,1
51.22,98.22,88.79,39.43,0
60.81,62.47,12.07,7.61,1
0.03,65.1,46.79,27.85,0
68.77,27.24,8.74,24.25,1
9.23,54.13,85.11,93.57,0
70.39,91.1,29.9,92.23,1
98.27,57.99,94.5,14.67,0
97.3,86.9,5.44,7.44,1
53.82,13.53,94.52,42.63,0
16.84,92.1,6.34,18.58,1
49.57,98.03,50.41,92.91,0
43.81,88.75,2,76.49,1
25.25,60.77,63.82,45.72,0
54.97,78.1,13.28,0.41,1
69.85,48.05,34.88,16.32,0
6.81,78.47,28.18,1.6,1
2.04,36.76,44.49,52.89,0
16.15,80.62,11.63,70.31,1
66.61,9.17,85.66,53.02,0
79.98,21.05,53.31,72.18,1
81.54,16.03,90.61,38.94,0
77.1,7.17,3.24,30.28,1
15.02,85.33,47.26,49.37,0
68.25,26.61,36.08,82.2,1
73.8,25.62,63.16,59.93,0
79.09,38.81,86.01,74.22,1
36.87,89.89,81.66,56.6,0
10.64,49.32,19.38,3.13,1
39.51,93.11,71.26,60.32,0
52.77,17.53,69.14,82.03,1
17.68,76.28,55.77,69.92,0
97.02,18.53,48.41,71.4,1
84.56,39.84,32.25,9.65,0
58.06,23.1,13.53,64.48,1
43,82.59,80.24,98.95,0
59.86,72.4,25.84,21.11,1
80.6,56.78,95.07,69.31,0
3.61,94.1,23.63,16.92,1
93.69,62.72,62.27,44.95,0
28.13,43.81,9.07,1.72,1
4.91,99.74,51,40.69,0
26.75,87.4,8.43,39.02,1
26.26,69.31,99.28,18.69,0
56.7,17.34,14.3,9.23,1
28.13,18.02,40.69,16.41,0
12.27,24.59,6.93,41.37,1
65.1,48.53,56.96,38.89,0
21.49,53.1,7.13,88.7,1
64.61,58.5,91.46,24.47,0
48.19,29.76,48.22,92.31,1
25.49,66.34,77.16,19.95,0
74.78,98.08,6.93,93.93,1
12.81,7.78,57.46,58.61,0
36.21,18.08,19.45,2.88,1
78.04,21.95,53.58,62.55,0
16,98.52,8.14,50.89,1
29.93,51.66,68.72,80.07,0
79.38,64.41,18.85,43.73,1
77.37,42.87,69.29,11.11,0
84.54,59.59,20.66,47.44,1
11.82,11.01,55.79,62.31,0
31.52,66.92,19.37,53.69,1
76.68,44.65,87.81,12.98,0
89.1,21.4,5.38,4.62,1
4.2,9.28,71.93,33.73,0
12.91,19.11,16.13,62.93,1
45.64,57.76,91.61,97.18,0
35.02,47.74,98.08,76.47,1
29.08,71.18,71.95,23.86,0
7.99,40.68,6.63,99.73,1
96.75,0.98,50.9,13.19,0
64.6,13.44,83.9,99.98,1
97.1,50.82,30.8,86.76,0
77.61,31.52,12.26,62.65,1
63.2,72.92,55.97,8.34,0
81.17,4.67,5.26,52.6,1
15.05,25.81,59.14,31.7,0
80.73,40.84,4.58,73.73,1
22.37,88.26,64.78,32.77,0
28.31,-0.04,0.26,63.34,1
22.47,31.27,50.79,4.6,0
42.12,5.19,2.45,1.89,1
2.79,93.98,44.52,76.66,0
60.48,97.63,20.48,68.13,1
45.59,67.09,68.08,35.53,0
75.6,10.77,96.66,87.09,1
66.3,60.34,50.27,9.98,0
33.61,35.89,55.62,77.02,1
99.67,68.05,48.35,75.52,0
51.32,16.89,57.95,74.92,1
37.55,30.86,64.65,5.76,0
65.28,73.3,22.17,75.14,1
13.59,72.85,46.01,12.5,0
13.55,9.33,3.49,80.59,1
20.38,85.2,63.22,48.23,0
19.79,68.91,9.44,15.49,1
49.58,68.49,55.24,29.37,0
82.19,98.73,16.19,76.71,1
40.37,67.27,53.95,9.17,0
26.91,20.33,21.37,63.64,1
11.29,97.75,58.29,23.58,0
38.46,40.24,4.82,30.1,1
0.89,42.04,34.67,90.22,0
30.11,55.14,8.99,21.61,1
47.56,19.96,78.72,17.7,0
36.14,49.71,32.65,78.3,1
13.9,51.12,48.71,28.58,0
56.14,70.77,14.78,25.99,1
94.48,41.35,91.11,44.26,0
46.78,80.38,28.95,83.76,1
91.95,13.64,72.8,36.81,0
27.79,21.92,15.78,6.38,1
57.77,0.14,51.43,24.65,0
23.73,84.14,5.95,20.93,1
34.89,24.61,94,20.26,0
7.45,40.56,27.92,44.08,1
20.38,3.24,40.38,93.37,0
4.79,99.17,16.88,75.97,1
54.46,75.38,59.99,92.22,0
21.92,46.04,12.83,56.07,1
82.77,60.16,90.27,74.19,0
40.97,44,1.65,86.21,1
88.35,87.54,77.15,38.27,0
28.93,80.72,5.73,49.16,1
26.74,64.99,71.91,2.63,0
74.88,8.53,94.13,93.58,1
77.48,38.81,44.66,62.35,0
80.95,94.7,18.37,87.43,1
20.23,79.16,42.94,92.1,0
15.46,42.54,8.92,25.83,1
94.45,61.22,56.16,30.87,0
97.41,40.73,19.01,25.99,1
69.27,99.31,65.92,53.79,0
91.19,30.69,97.51,95.39,1
35.54,74.04,48.07,17.83,0
77.86,49.44,26.28,6.39,1
98.89,60.14,37.98,1.24,0
81.37,7.55,19.27,55.46,1
68.57,82.49,77.89,33.95,0
23.43,23.2,26.62,57,1
96.07,16.43,85.33,33.66,0
88.17,58.53,10.55,32.99,1
33.66,62.25,55.02,18.86,0
6.08,87.7,16.29,76.58,1
75.5,87.85,86.84,22.34,0
29.93,95.06,10.34,28.32,1
50.36,75.69,82.77,71.73,0
40.73,18.42,55.22,97,1
48.34,7.31,96.51,22.02,0
59.48,98.47,24.17,63.97,1
40.05,54.21,67.43,30.33,0
77.95,27.89,23.67,43.49,1
96,65.45,48.13,33.83,0
47.67,9.48,70.65,75.38,1
0.37,69.85,93.64,10.85,0
82.04,26.13,98.86,83.26,1
75.64,15.72,86.77,44.51,0
65.84,91.74,2.21,58.18,1
60.04,59.45,73.13,57.17,0
3.49,9.68,9.37,45.7,1
29.22,61.96,31.19,47.31,0
9.66,64.64,26.67,65.01,1
76.32,4.41,46.02,34.53,0
16.8,96.16,26.12,28.19,1
11.11,11.4,85.55,97.07,0
65.99,25.49,60.38,75.63,1
52.33,50.69,51.71,34.23,0
25.96,42.86,15.6,93.8,1
58.4,45.73,86.42,58.46,0
32.65,2.94,92,84.39,1
29.71,8.21,66.23,20.02,0
0.82,73.03,8.09,63.88,1
9.86,30.02,89.53,68.09,0
77.77,34.21,26.99,15.16,1
27.24,12.85,51.98,55.75,0
70.03,23.43,19.69,73.35,1
24.84,25.35,52.59,99.26,0
48.59,77.99,26.33,76.97,1
28.44,69.06,32.54,26.47,0
66.52,49.49,86.13,75.87,1
65.55,10.52,45.63,23.23,0
29.18,64.33,10.14,44.68,1
11.82,74.13,41.29,7.49,0
97.71,70.18,16.52,34.27,1
61.76,67.19,49.32,97.99,0
41.04,30.15,97.6,78.82,1
81.12,33.44,45.55,31.42,0
1.91,84.72,21.72,84.55,1
75.33,45.94,91.43,16.17,0
90.41,5.66,22.26,21.21,1
59.17,90.91,80.05,71.11,0
50.99,43.59,23.04,29.56,1
20.98,73.45,54.94,25.23,0
3.37,16.53,13.97,39.95,1
37.77,24.14,64.4,19.86,0
8.73,97.3,26.72,12.98,1
77.05,96.99,95.27,76.83,0
61.24,3.93,77.17,77.18,1
8.76,29.29,56.35,67.47,0
30.72,89.43,16.55,28.72,1
23.95,78.97,97.11,10.12,0
76.27,85.58,29.86,70.46,1
58.27,81.4,47.13,91.04,0
18.72,33.52,5.13,95.16,1
58.92,91.07,68.67,99.55,0
36.89,17.23,75.68,91.99,1
14.9,65.96,35.44,2.85,0
18.32,62.99,27.17,4.53,1
19.52,28.68,77.66,98.15,0
17.84,63.19,0.94,78.61,1
37.16,76.36,73.15,83.8,0
43.87,17.13,53.39,70.3,1
84.5,78.02,92.21,65.46,0
89.08,44.91,64.7,89.12,1
98.85,60.84,76.15,39.28,0
58.1,99.74,26.85,89.62,1
5.81,28.4,70.5,4.1,0
31.43,45.31,9.28,12,1
68.71,94.28,46.38,77.45,0
77.5,16.39,6.35,10.86,1
61.51,57.32,34.23,97.92,0
7.18,8.71,22.12,62.82,1
86.8,57.52,96.34,27.08,0
51.32,29.56,12.83,47.74,1
52.76,67.47,87.48,56.48,0
77.22,36.28,29.03,38.67,1
73.9,88.01,70.1,66.32,0
63.67,48.42,60.42,78.39,1
29.95,88.52,37.61,71.96,0
15.74,76.46,0.96,60.76,1
59.85,14.63,82.65,33.92,0
30.1,12.54,12.67,20.35,1
67.25,68.09,61.84,65.72,0
39.55,24.2,6.57,59.27,1
57.55,59.64,37.92,36.13,0
46.38,72.01,9.9,53.84,1
3.16,44.42,58.3,79.79,0
47.85,48.86,63.12,94.02,1
99.76,84.5,63.41,71.26,0
79.42,13.03,5.39,33.39,1
45.16,61.22,76.24,48.52,0
5.05,62.07,11.71,56.59,1
36.52,22.49,66.32,69.7,0
36.55,44.26,72.5,72.51,1
66.42,5.13,49.61,39,0
68.11,39.42,21.39,19.77,1
47.05,62.4,87.05,51.91,0
64.59,27.9,19.92,50.53,1
11.21,4.3,38.98,98.48,0
36.04,36.33,29.28,63.98,1
99.61,70.83,95.11,22.77,0
49.02,46.57,19.55,6.43,1
94.45,43.15,62.07,2.43,0
26.06,56.79,18.56,34,1
48.21,78.87,51.02,12.59,0
21.2,18.21,3.15,74.22,1
44.9,69.35,61.17,20.62,0
72.66,23.48,92.99,92.43,1
99.16,63.09,51.34,36.49,0
22.39,76.14,19.05,6.21,1
6.86,21.48,94.85,53.39,0
65.79,98.25,0.86,34.98,1
96.83,92.33,55.3,18.77,0
37.04,64.07,1.96,66.75,1
98.43,2.6,96.37,69.57,0
75.09,37.35,33.29,70.2,1
91.02,19.45,52.5,2.78,0
26.4,41.61,29.11,85.2,1
35.13,17.67,35.76,17.38,0
62.19,95.41,21.53,57.05,1
96.32,19.18,46.7,66.2,0
51.35,65.19,6.56,46.19,1
72.1,60.72,93.24,79.16,0
38.9,48.01,76.96,79.23,1
25.8,1.71,74.66,82.99,0
48.83,46.01,24.4,28.49,1
57.72,68.47,76.27,69.28,0
64.38,17.08,12.13,52.01,1
12.33,99.26,66.74,45.11,0
71.26,28.01,10.57,13.72,1
70.96,48.26,60.61,49.65,0
38.35,38.01,20.54,1.67,1
17.03,30.53,50.22,6.27,0
74.1,5.93,48.84,70.28,1
75.91,95.09,84.4,90.25,0
76.33,18.12,19.2,7.48,1
77.81,88.22,99.96,20.64,0
42.03,41.47,0.51,50.68,1
49.67,41.9,38.27,47.17,0
41.35,27.2,6.63,76.1,1
9.36,68.96,95.35,5.59,0
94.18,85.61,10.88,54.11,1
35.78,90.21,78.82,4.81,0
85.1,53.21,12.54,76.04,1
57.91,39.06,69.79,45.11,0
90.18,55.32,2.06,46.42,1
94.39,90.85,93.08,18.24,0
77.93,11.23,63.53,73.37,1
35.3,89.04,62.88,26.12,0
43,69.32,17.41,82.09,1
11.85,79.46,37.99,95.72,0
38.35,35,22.25,98.81,1
30.76,39.04,58.07,24.79,0
93.61,64.67,16.68,35.95,1
4.3,61.13,32.09,34.33,0
78.36,98.83,15.86,38.47,1
49.44,58.08,40.68,77.7,0
8.09,84.7,0.92,5.54,1
11.58,68.49,40.7,49.61,0
69.82,21.1,1.88,48.1,1
86.28,25.42,73.25,5.12,0
72.38,5.59,6.87,3.28,1
69.32,54.3,58.9,54.89,0
29.88,33.28,3.72,2.2,1
95.35,11.39,36.72,27.67,0
55.72,26.6,18.21,6.94,1
25.67,81.23,90.97,97.08,0
78.19,79.65,23.71,15.75,1
87.28,19.3,88.24,24.58,0
22.07,12.55,5.69,16.44,1
73.15,16.53,79.38,26.78,0
67.7,57.66,5.47,32.92,1
29.44,79.94,94.99,41.19,0
39.22,62.32,19.34,73.06,1
95.42,65.83,72.6,58.49,0
91.22,1.64,16.01,28.56,1
25.5,65.73,94.12,72.68,0
61.08,46.3,23.99,25.78,1
59.55,25.52,83.35,57.8,0
45.79,89.87,18.85,70.26,1
69.74,52.89,90.39,25.87,0
73.79,3.55,60.23,98.08,1
67.54,27.2,38.02,-0.01,0
74.84,32.02,11.47,6.4,1
94.02,67.87,60.03,12.77,0
14.67,10.88,2.48,46.49,1
59.52,90.07,65.68,40.29,0
16.31,4.38,9.91,17.13,1
85.03,27.3,75.28,52.33,0
38.24,82.91,16.43,64.55,1
71.58,60.18,34.23,97.04,0
39.29,32.52,5.17,92.45,1
7.74,6.91,33.76,89.28,0
0.41,24.63,13.25,50.95,1
48.54,12.39,37.47,2.34,0
46.89,14.7,29.39,91.36,1
84.49,92.82,98.13,84.17,0
93.12,75.49,19.83,59.58,1
48.07,84.81,74.41,42.67,0
38.34,42.68,84.66,72.25,1
54.49,11.24,91.17,0.01,0
4.54,58.22,3.63,7.73,1
22.18,64.64,90.28,16.03,0
37.91,36.15,67.59,95.43,1
48.53,89.72,56.42,73.06,0
52.38,26.7,7.23,84.59,1
70.68,51.42,61.38,3.63,0
4.04,22.7,7.17,45.08,1
25.98,23.35,57.46,9.49,0
16.03,3.84,18.61,42.59,1
18.41,80.78,68.96,77.16,0
93.71,25.28,18.39,3.74,1
95.91,81.84,58.88,87.59,0
69.8,79.6,6.19,72.28,1
73.54,53.19,61.4,64.91,0
27.2,0.18,28.46,59.11,1
57.76,61.61,31.6,2.88,0
42.15,56.76,14.5,98.93,1
33.53,30.34,55.08,46.21,0
45.08,55.97,8.61,86.63,1
92.65,12.29,87.09,7.84,0
7.17,81.68,18.65,34.83,1
48.31,15.99,58.05,48,0
7.07,18.21,10.8,26.28,1
65.84,48.1,39.13,34.01,0
70.77,83.75,4.3,2.71,1
83.62,11.56,31.2,57.4,0
84.45,60.44,23.93,30.67,1
23.15,37.45,90.21,83.79,0
81.54,71.11,1.01,35.96,1
51.51,45.33,79.79,68.23,0
29.7,84.58,20.41,50.24,1
97.45,41.39,65.13,39.52,0
11.03,37.59,22.75,46.89,1
28.64,85.92,92.87,53.63,0
17.81,91.58,4.72,82.58,1
5.19,84.66,67.73,93.51,0
78.5,7.51,17.44,79.62,1
4.66,69.92,46.99,89.2,0
67.55,78.97,15.4,6.9,1
40.54,42.22,59.75,2.24,0
99.66,21.11,3.54,94.73,1
99.48,95.07,81.09,9.2,0
5.95,78.34,13.54,75.2,1
18.94,1.49,79.85,33.85,0
25.23,91.91,21.06,44.18,1
47.34,73.82,69.39,72.44,0
64.2,11.4,47.53,77.88,1
31.25,60.04,59.5,63.34,0
98.71,75.2,21.42,30.2,1
29.14,90.03,65.09,95.8,0
65.78,5.99,59.84,99.52,1
34.37,48.87,34.91,20.06,0
99.82,86.95,20.12,59.37,1
45.84,92.4,75.33,77.32,0
92.13,20.7,49.64,91.45,1
57.16,3.41,48.08,19.91,0
31.37,45.33,57.33,71.24,1
47.85,81.6,37.36,3.98,0
11.05,96.01,23.62,12.96,1
92.38,70.57,45.46,2.6,0
54.02,7.74,59.6,78.5,1
32.03,16.53,39.5,60.58,0
15.05,56.13,9.07,23.02,1
49.09,56.42,98,30.1,0
83.35,96.57,25.58,28.58,1
36.97,68.88,62.25,68.26,0
38.6,26.98,18.65,31.2,1
14.58,19.28,83.88,40.27,0
18.58,28.87,8.78,24.2,1
19.94,57.58,75.65,76.88,0
54.39,50.9,28.18,83.95,1
98.76,57.5,78.38,92.38,0
63.59,27.64,10.8,31,1
56.39,99.56,67.01,94.14,0
33.78,39.24,44.82,94.25,1
50.59,49.98,61.4,42.06,0
66.17,19.8,17.69,50.61,1
49.64,90.86,56.69,13.45,0
46.98,39.14,10.96,70.79,1
51.21,77.94,52.11,43.55,0
56.39,94.44,18.94,19.83,1
11.46,37.61,51.65,91.68,0
80.66,86.38,27.86,35.68,1
14.13,70.87,66.97,67.1,0
21.88,4.32,25.59,45.83,1
95.63,24.95,34.93,15.05,0
90.09,61.85,26.75,40.16,1
16.49,47.23,51.72,39.16,0
14.5,33.17,9.49,79.44,1
72.96,17.56,39.88,53.19,0
91.86,65.5,15.65,87.01,1
62.29,41,85.21,69.38,0
22.99,81.54,18.23,75.13,1
55.34,29.4,38.57,46.55,0
69.55,12.3,9.75,93.25,1
77.39,71.28,88.25,51.44,0
53.04,99.64,4.71,16.5,1
40.5,74.11,63.72,5.48,0
62.96,20.1,36.66,96.86,1
17.03,21.29,32.94,28.84,0
90.36,1.65,86.22,73.71,1
10.43,72.28,96.4,77.26,0
0.28,34.17,16.4,0.95,1
82.79,13.02,77.58,23.4,0
60.87,61.41,23.6,26.95,1
40.46,52.44,67.33,58.13,0
51.14,29.19,48.42,99.66,1
18.09,84.45,99.6,40.7,0
49.45,33.62,17.98,65.17,1
44.29,56.6,40.73,47.63,0
30.87,9.62,77.73,87.79,1
21.99,34.02,50.49,86.4,0
11.16,55.7,2.66,63.62,1
44.2,65.6,59.2,87.27,0
62.52,99.54,18.33,92.92,1
10.26,48,64.09,10.89,0
58.47,51.31,2.32,19.74,1
3.01,10.1,89.72,39.24,0
61.96,75.37,25.77,36.68,1
84.72,43.8,73.64,57.73,0
54.28,92.65,5.38,60.89,1
51.76,10.16,71.3,21.74,0
99.32,55.06,20.04,71.52,1
89.77,5.19,90.42,22.2,0
39.71,40.96,22.3,99.06,1
4.67,92.98,75.33,16.52,0
20.91,57.98,11.26,57.72,1
26.38,16.45,63.65,98.36,0
0.31,46.46,1.84,97.09,1
68.01,65.27,55.09,23.18,0
